Chains level	B1-P	B2-P	B3-P	C1-P	C2-P	C3-P	E1-P	E2-P	E3-P	A1-P	A2-P	A3-P
Label	LcS	LcS	LcS	LcS	LcS	LcS	WS	WS	WS	WS	WS	WS
PMeOH 12:0_20:3	9E-05	0.00011	0.00011	3E-05	4E-05	5E-05	0.00011	0.00034	0.00024	0.00019	0.00077	0.00017
PMeOH 14:0_18:2	0	0	0	0	0	0	0	0	0	8E-05	0.0001	4E-05
PMeOH 16:0_19:0	0	0	0	0	0	0	0	0	0	8E-05	0.00011	3E-05
PMeOH 16:0_24:0	0	0	0	0	0	0	6E-05	6E-05	8E-05	1E-05	3E-05	1E-05
PMeOH 18:1_18:1	0	1E-05	1E-05	1E-05	2E-05	1E-05	2E-05	3E-05	4E-05	5E-05	5E-05	2E-05
PMeOH 19:1_18:2	0.00144	0.00171	0.00118	0.00042	0.00047	0.00038	0.00027	0.00072	0.00098	0.00115	0.0035	0.00052
PMeOH 19:1_22:5	2E-05	2E-05	1E-05	1E-05	0	0	2E-05	0	0	3E-05	5E-05	2E-05
PMeOH 20:1_20:2	0.0008	0.0009	0.00076	0.00116	0.00122	0.00118	0.00023	0.00026	0.0003	0.00119	0.00175	0.00053
PMeOH 24:0_24:0	0	0	0	0	0	0	2E-05	4E-05	1E-05	0	0	0
PMeOH 25:0_18:2	2E-05	3E-05	2E-05	0	1E-05	0	5E-05	0.00025	0.00037	3E-05	7E-05	1E-05
PMeOH 25:1_18:2	0	0	0	0	0	0	3E-05	2E-05	0	0	0	0
PMeOH 9:0_14:1	5E-05	2E-05	2E-05	2E-05	3E-05	3E-05	2E-05	2E-05	0	6E-05	6E-05	2E-05
PS 15:0_18:1	0.00229	0.00221	0.00215	0.0013	0.004	0.00205	0.00017	0.00012	7E-05	0.00047	0.00047	0.00016
PS 15:0_18:2	0.00396	0.00367	0.0029	0.00455	0.00677	0.00556	0.00014	0.00046	0.0004	0.00178	0.00281	0.00139
PS 16:0_18:1	0.00593	0.00589	0.00477	0.0028	0.00795	0.00726	0.00035	0.00071	0.00055	0.00192	0.0031	0.00132
PS 16:0_18:2	0.01413	0.01332	0.01011	0.01594	0.0202	0.01238	0.00234	0.00315	0.00397	0.00435	0.01231	0.00664
PS 16:0_18:2;O	0.00094	0.00081	0.00086	0.00085	0.00098	0.00059	0.00017	0.00031	0.00019	0.00026	0.00039	0.00018
PS 18:1_18:3;O	0.00017	0.0001	6E-05	0.00011	6E-05	2E-05	0	0	0	0	0.00012	0
PS 18:2_16:0;O	0.00026	0.00027	0.00017	0.00028	0.00042	0.00034	9E-05	0.00018	9E-05	1E-05	1E-05	1E-05
PS 18:2_18:2	0.01964	0.01798	0.01307	0.0094	0.02043	0.01603	0.00028	0.00058	0.00084	0.00741	0.01088	0.00583
PS 18:2_18:2;O	0.0015	0.00133	0.00107	0.00053	0.00109	0.00092	0	0.0001	0	5E-05	0.00043	0.0001
PS 18:2_18:3;O	0.00077	0.00093	0.00076	0.00082	0.00054	0.00071	1E-05	0	0	5E-05	5E-05	6E-05
PS 18:2_20:2	3E-05	4E-05	0.0001	2E-05	0.00014	0.0001	3E-05	0.00017	0.0001	7E-05	0.00022	2E-05
PS O-17:0_18:2	0.00217	0.00197	0.00182	0.00135	0.00173	0.00135	0.00019	0.00052	0.00043	0.00089	0.00171	0.00068
PS O-17:1_18:2	0.00082	0.00101	0.00057	0.00111	0.00138	0.00119	0	0	0	0.00013	0.00022	0.00013
PS O-19:1_18:1	0.05261	0.04886	0.01342	0.02331	0.02975	0.0353	0.02652	0.03131	0.02438	0.01455	0.01357	0.02473
SL 10:0;O_10:0	0.0009	0.00147	0.00161	0.00163	0.00076	0.00311	0.00237	0.00189	0.00233	0.00054	0.00012	0.0001
SM 15:2;2O_30:1	2E-05	2E-05	1E-05	0.00014	0.00013	0.00014	0.00032	0.00031	0.00031	2E-05	1E-05	1E-05
SM 16:2;2O_28:1	0	0	0	0	0	1E-05	0	1E-05	1E-05	8E-05	8E-05	7E-05
SM 18:2;2O_26:0	0	0	0	0	0	0	0	1E-05	0	4E-05	6E-05	6E-05
SM 19:2;2O_17:1	2E-05	2E-05	1E-05	2E-05	3E-05	2E-05	2E-05	2E-05	2E-05	0.00046	0.00043	0.00038
SM 31:2;2O(FA 16:1)	0	0	0	0.00031	0.00029	0.00029	0	0	0	0	0	0
SM 37:3;2O_12:0	1E-05	1E-05	2E-05	6E-05	3E-05	5E-05	0.00019	0.0002	9E-05	0	1E-05	2E-05
TG 11:0_11:0_11:0	4E-05	3E-05	3E-05	0	0	1E-05	0	0	0	6E-05	0.0001	4E-05
TG 12:0_18:2_18:2	0	0	0	1E-05	1E-05	2E-05	1E-05	0	0	0	0	0
TG 13:0_16:0_18:2	1E-05	1E-05	1E-05	6E-05	4E-05	6E-05	3E-05	2E-05	3E-05	0	2E-05	1E-05
TG 13:0_16:1_18:2	0	0	0	2E-05	2E-05	2E-05	0	0	0	0	0	0
TG 13:0_18:2_18:2	1E-05	0	1E-05	0.00014	0.00011	0.00015	1E-05	0	0	1E-05	3E-05	1E-05
TG 14:0_14:0_16:0	2E-05	1E-05	1E-05	1E-05	0	1E-05	1E-05	0	1E-05	1E-05	2E-05	1E-05
TG 14:0_15:0_15:1	2E-05	1E-05	1E-05	1E-05	0	1E-05	2E-05	1E-05	1E-05	1E-05	1E-05	0
TG 14:0_15:0_16:0	2E-05	1E-05	1E-05	0	0	1E-05	1E-05	0	0	1E-05	1E-05	1E-05
TG 14:0_15:0_18:1	3E-05	2E-05	2E-05	6E-05	5E-05	7E-05	8E-05	6E-05	7E-05	2E-05	3E-05	1E-05
TG 14:0_15:1_18:1	0	0	0	0	0	0	0	0	0	3E-05	4E-05	2E-05
TG 14:0_16:0_16:0	3E-05	1E-05	2E-05	1E-05	1E-05	1E-05	1E-05	0	0	1E-05	1E-05	1E-05
TG 14:0_16:0_17:0	2E-05	1E-05	1E-05	1E-05	1E-05	1E-05	0	0	0	1E-05	2E-05	1E-05
TG 14:0_16:0_17:1	0	0	0	0	0	0	0	0	0	4E-05	7E-05	4E-05
TG 14:0_16:0_18:1	3E-05	4E-05	3E-05	0.00015	0.00013	0.00018	0.00042	0.0003	0.00032	1E-05	3E-05	1E-05
TG 14:0_16:0_18:2	8E-05	4E-05	5E-05	0.00019	0.00015	0.00021	0.00029	0.0002	0.00022	3E-05	6E-05	3E-05
TG 14:0_16:1_16:1	3E-05	2E-05	2E-05	0	0	1E-05	2E-05	2E-05	2E-05	1E-05	2E-05	1E-05
TG 14:0_16:1_18:2	1E-05	0	0	5E-05	5E-05	6E-05	4E-05	3E-05	3E-05	1E-05	1E-05	0
TG 14:0_18:1_18:2	0.0001	6E-05	7E-05	0.00097	0.00077	0.00112	0.00171	0.00109	0.00123	0.00011	0.00018	8E-05
TG 14:1_18:1_18:2	0	0	0	3E-05	2E-05	3E-05	2E-05	1E-05	1E-05	0	0	0
TG 14:1_18:2_18:2	0	0	0	2E-05	2E-05	2E-05	0	0	0	0	0	0
TG 15:0_15:0_15:0	1E-05	1E-05	1E-05	0	0	0	0	0	0	0	0	0
TG 15:0_15:0_16:0	2E-05	1E-05	1E-05	0	0	0	0	0	0	2E-05	3E-05	1E-05
TG 15:0_15:0_16:1	5E-05	3E-05	3E-05	3E-05	3E-05	3E-05	4E-05	3E-05	3E-05	1E-05	2E-05	1E-05
TG 15:0_15:0_18:1	0	0	0	0	0	0	0	0	0	4E-05	6E-05	3E-05
TG 15:0_15:1_18:1	0	0	0	0	0	0	0	0	0	4E-05	6E-05	4E-05
TG 15:0_15:1_18:2	0	0	0	0	0	0	0	0	0	0.00015	0.00025	0.00014
TG 15:0_16:0_15:1	0	0	0	0	0	0	0	0	0	3E-05	4E-05	2E-05
TG 15:0_16:0_16:0	3E-05	1E-05	1E-05	2E-05	1E-05	1E-05	1E-05	1E-05	1E-05	1E-05	2E-05	1E-05
TG 15:0_16:0_18:0	1E-05	1E-05	1E-05	1E-05	1E-05	1E-05	1E-05	1E-05	1E-05	1E-05	1E-05	1E-05
TG 15:0_16:0_18:1	8E-05	4E-05	3E-05	0.00048	0.0004	0.00057	0.00258	0.00184	0.00203	7E-05	0.00012	5E-05
TG 15:0_16:0_18:2	8E-05	4E-05	4E-05	0.00055	0.00046	0.00065	0.00131	0.0009	0.00097	0.0001	0.00015	6E-05
TG 15:0_16:1_18:2	1E-05	1E-05	1E-05	0.00026	0.00019	0.00027	0.00019	0.00012	0.00013	2E-05	4E-05	2E-05
TG 15:0_18:0_18:1	2E-05	1E-05	1E-05	0.00014	0.00011	0.00016	0.00074	0.00049	0.00053	1E-05	4E-05	1E-05
TG 15:0_18:1_18:1	8E-05	4E-05	5E-05	0.00099	0.00084	0.00119	0.00392	0.00272	0.00302	0.00015	0.00023	0.0001
TG 15:0_18:1_18:2	0.00015	8E-05	9E-05	0.00192	0.00162	0.00228	0.00322	0.00204	0.00223	0.00035	0.00051	0.00021
TG 15:0_18:1_24:1	2E-05	2E-05	1E-05	0	0.00022	0.00031	0	0	0	0	0	0
TG 15:0_18:1_38:6	4E-05	2E-05	2E-05	0.00023	0.00021	0.00032	0.00037	0.00018	0.0003	3E-05	5E-05	2E-05
TG 15:0_18:2_18:2	0.00015	8E-05	9E-05	0.0017	0.0013	0.00176	0.00181	0.00104	0.00117	0.00023	0.00037	0.00016
TG 15:0_26:1_18:2	0	1E-05	0	0	6E-05	8E-05	3E-05	1E-05	2E-05	0	0	0
TG 15:1_18:2_18:2	3E-05	1E-05	1E-05	0.0002	0.00017	0.00023	5E-05	3E-05	3E-05	1E-05	2E-05	1E-05
TG 16:0_15:1_18:1	3E-05	2E-05	2E-05	0	0	1E-05	2E-05	1E-05	2E-05	0.00074	0.00119	0.00061
TG 16:0_15:1_18:2	2E-05	1E-05	1E-05	4E-05	4E-05	5E-05	1E-05	1E-05	1E-05	0	0	0
TG 16:0_16:0_16:0	6E-05	3E-05	3E-05	3E-05	2E-05	2E-05	7E-05	5E-05	5E-05	1E-05	2E-05	1E-05
TG 16:0_16:0_17:0	2E-05	1E-05	1E-05	1E-05	1E-05	0	1E-05	1E-05	1E-05	1E-05	1E-05	0
TG 16:0_16:0_18:0	4E-05	2E-05	2E-05	3E-05	2E-05	3E-05	2E-05	2E-05	2E-05	2E-05	5E-05	2E-05
TG 16:0_16:0_18:1	0.00023	0.00013	0.00014	0.001	0.00084	0.00118	0.00505	0.00345	0.00388	0.0002	0.0003	0.00013
TG 16:0_16:0_38:5	0	0	0	2E-05	1E-05	2E-05	8E-05	5E-05	6E-05	1E-05	2E-05	1E-05
TG 16:0_16:0_38:6	1E-05	1E-05	1E-05	3E-05	2E-05	3E-05	4E-05	3E-05	4E-05	0	1E-05	0
TG 16:0_16:1_18:1	0.00023	0.00013	0.00014	0.00108	0.00093	0.00133	0.00398	0.00275	0.00301	0.00025	0.0004	0.00018
TG 16:0_16:1_18:3	4E-05	2E-05	2E-05	0.00039	0.00033	0.00044	0.00026	0.00015	0.00017	4E-05	5E-05	2E-05
TG 16:0_17:0_18:0	1E-05	0	0	1E-05	0	0	0	0	0	0	1E-05	0
TG 16:0_18:0_18:1	9E-05	5E-05	5E-05	0.00041	0.00033	0.00047	0.00383	0.00266	0.00292	0.00016	0.00027	0.0001
TG 16:0_18:1_18:1	0.00066	0.00037	0.0004	0.00335	0.00282	0.00404	0.01291	0.00869	0.00969	0.00085	0.00119	0.00056
TG 16:0_18:1_18:2	0.00093	0.00051	0.00057	0.00473	0.00407	0.00578	0.01133	0.0076	0.0085	0.00192	0.00289	0.00135
TG 16:0_18:1_19:1	0	0	0	0	0	0	0	0	0	2E-05	3E-05	1E-05
TG 16:0_18:1_24:1	0.00027	0.00018	0.00014	0	0.00157	0.00212	0	0	0	0	0	0
TG 16:0_18:1_26:1	0.0001	9E-05	0.00011	0	0.00174	0.00139	0.00024	0.0001	0.00011	0	0	0
TG 16:0_18:1_38:5	3E-05	3E-05	3E-05	0.00016	0.00014	0.00022	0.00068	0.00047	0.0007	7E-05	0.00012	5E-05
TG 16:0_18:1_38:6	0.00012	8E-05	9E-05	0.00045	0.00038	0.00059	0.00176	0.00119	0.00219	0.00016	0.00035	0.00011
TG 16:0_18:2_18:2	0.00102	0.00054	0.0006	0.00433	0.00368	0.00512	0.00771	0.00494	0.00549	0.00179	0.00267	0.00125
TG 16:0_18:3_18:3	0	0	0	0	0	0	0	0	0	0.00014	0.00023	0.00011
TG 16:0_19:1_18:2	0	0	0	0	0	0	0	0	0	2E-05	4E-05	2E-05
TG 16:0_22:0_18:1	0	2E-05	1E-05	0	8E-05	0.00012	0	0	0	0	0	0
TG 16:0_24:0_18:1	8E-05	8E-05	7E-05	0	0.00035	0.00049	8E-05	6E-05	5E-05	0	0	0
TG 16:0_24:1_18:2	0.00014	8E-05	3E-05	0	0.00045	0.00045	0	0	0	0	0	0
TG 16:1_16:1_16:1	2E-05	1E-05	1E-05	0	0	1E-05	0	0	0	0	1E-05	0
TG 16:1_16:2_18:2	0	0	0	3E-05	2E-05	3E-05	1E-05	1E-05	1E-05	0	0	0
TG 16:1_18:2_22:6	0	0	0	1E-05	0	0	0.00062	0.00043	0.00039	0	0	0
TG 16:1_18:3_20:3	0	0	0	0	0	0	0.00015	7E-05	7E-05	0	0	1E-05
TG 16:2_18:2_18:2	1E-05	0	1E-05	0.00023	0.00019	0.00026	0.00013	7E-05	8E-05	2E-05	3E-05	1E-05
TG 17:0_16:1_18:2	3E-05	2E-05	2E-05	0	0	0	4E-05	2E-05	3E-05	0.00144	0.00233	0.00127
TG 17:0_17:0_38:6	0	0	0	1E-05	1E-05	1E-05	1E-05	1E-05	1E-05	0	1E-05	0
TG 17:0_18:0_18:2	1E-05	0	1E-05	0.00011	8E-05	0.00012	0.0003	0.00019	0.00021	1E-05	2E-05	1E-05
TG 17:0_18:1_18:2	2E-05	1E-05	1E-05	0.0003	0.00025	0.00036	0.00032	0.00021	0.00024	2E-05	3E-05	1E-05
TG 17:1_18:1_18:2	4E-05	2E-05	2E-05	0.00043	0.00035	0.0005	0.00025	0.00015	0.00017	4E-05	6E-05	3E-05
TG 17:2_18:2_18:2	1E-05	0	1E-05	0.0001	9E-05	0.00012	9E-05	5E-05	5E-05	1E-05	2E-05	1E-05
TG 18:0_18:0_18:0	3E-05	4E-05	3E-05	0	0	0	0	0	0	3E-05	2E-05	0
TG 18:0_18:1_18:1	0.00013	8E-05	8E-05	0.00084	0.0007	0.00103	0.0048	0.00328	0.00359	0.00029	0.00048	0.00019
TG 18:0_18:1_38:6	3E-05	2E-05	2E-05	7E-05	7E-05	0.00012	0.0002	0.00014	0.00017	4E-05	8E-05	3E-05
TG 18:1_16:2_18:2	8E-05	4E-05	5E-05	0.00124	0.00105	0.00144	0.00104	0.0006	0.00068	0.00017	0.00023	0.00011
TG 18:1_17:2_18:2	2E-05	1E-05	1E-05	0.00031	0.00024	0.00033	0.0002	0.00011	0.00012	3E-05	5E-05	2E-05
TG 18:1_18:1_18:1	0.00076	0.00045	0.00048	0.00433	0.00361	0.00518	0.00844	0.00551	0.00615	0.00046	0.00058	0.0003
TG 18:1_18:1_18:2	0.00098	0.00053	0.0006	0.00603	0.00519	0.00735	0.00873	0.00558	0.00629	0.00252	0.00379	0.00183
TG 18:1_18:1_20:1	2E-05	2E-05	0	0.00025	0.00021	0.0003	0.00067	0.00043	0.00047	6E-05	0.0001	4E-05
TG 18:1_18:1_22:6	0	0	0	2E-05	2E-05	2E-05	0.00035	0.00026	0.0002	1E-05	1E-05	0
TG 18:1_18:1_24:1	0.00064	0.00057	0.00036	0	0.00275	0.00352	0.00032	0.00024	0.00029	0	0	0
TG 18:1_18:1_26:1	0.0001	0.00013	9E-05	0	0.00104	0.00078	0.00026	0.00011	0.00013	0	0	0
TG 18:1_18:1_28:5	1E-05	0	1E-05	0	1E-05	1E-05	9E-05	6E-05	7E-05	1E-05	1E-05	0
TG 18:1_18:1_36:9	0	0	0	0	0	0	0	0	0	0.00017	0.00012	0.00014
TG 18:1_18:1_38:5	6E-05	3E-05	4E-05	0.00016	0.00014	0.0002	0.00035	0.00021	0.00017	0.00015	0.00027	0.0001
TG 18:1_18:1_38:7	0	0	0	0	0	0	0.00015	0.00013	0.00014	0	0	0
TG 18:1_18:2_18:2	0.00149	0.00077	0.00087	0.00736	0.00633	0.00876	0.00937	0.00597	0.00663	0.00369	0.00536	0.0026
TG 18:1_18:2_18:3	1E-05	0	0	0	5E-05	0	0	1E-05	0	1E-05	2E-05	1E-05
TG 18:1_18:2_20:2	9E-05	5E-05	6E-05	0.00031	0.00026	0.00038	0.00014	8E-05	9E-05	4E-05	5E-05	3E-05
TG 18:1_18:2_36:6	5E-05	3E-05	1E-05	0.00023	0.00014	0.00029	0.00014	5E-05	0.0001	5E-05	0.00012	3E-05
TG 18:1_18:2_38:4	0.0001	6E-05	6E-05	0.00027	0.00025	0.00037	0.00089	0.00059	0.00098	0.00017	0.0003	0.00013
TG 18:1_18:2_38:5	0.00028	0.00016	0.00019	0.00115	0.00098	0.00142	0.00219	0.00127	0.00162	0.0006	0.0012	0.00043
TG 18:1_18:2_38:6	0.00067	0.00038	0.00042	0.00263	0.00168	0.00344	0.00231	0.00146	0.00165	0.00101	0.0018	0.00076
TG 18:1_18:3_38:4	0.00014	8E-05	9E-05	0.00038	0.00035	0.00055	0.00125	0.00081	0.00088	0.00025	0.00046	0.00018
TG 18:1_19:1_18:2	1E-05	0	0	3E-05	3E-05	4E-05	3E-05	2E-05	2E-05	4E-05	6E-05	3E-05
TG 18:1_19:1_18:3	1E-05	0	0	3E-05	3E-05	3E-05	2E-05	1E-05	1E-05	1E-05	2E-05	1E-05
TG 18:1_20:1_18:2	4E-05	2E-05	2E-05	0.00037	0.0003	0.00043	0.00017	0.0001	0.00016	2E-05	3E-05	1E-05
TG 18:1_22:1_18:2	1E-05	1E-05	0	0.00019	0.00017	0.00024	0.00046	0.00027	0.00031	5E-05	9E-05	4E-05
